agent,turn,us,regroup,tiles,melded,meld_attempts,extend_calls,failed_applies,had_option
AI_baseline0_1,46,266,1,0,1,9,1,0,0
AI_0_0,47,355,1,1,1,9,1,0,1
AI_baseline0_1,48,368,1,4,1,9,1,0,1
AI_0_0,49,392,1,1,1,9,1,0,1
AI_baseline0_1,50,287,1,0,1,9,1,0,0
AI_0_0,51,297,1,0,1,9,1,0,0
AI_baseline0_1,52,290,1,0,1,9,1,0,0
AI_0_0,53,302,1,0,1,9,1,0,0
AI_baseline0_1,54,379,1,1,1,9,1,0,1
AI_0_0,55,592,1,3,1,9,1,0,1
AI_baseline0_1,56,317,1,0,1,9,1,0,0
AI_0_0,57,308,1,0,1,9,1,0,0
AI_baseline0_1,58,428,1,1,1,9,1,0,1
AI_0_0,59,328,1,0,1,9,1,0,0
AI_baseline0_1,60,320,1,0,1,9,1,0,0
AI_0_0,61,421,1,1,1,9,1,0,1
AI_baseline0_1,62,324,1,0,1,9,1,0,0
AI_0_0,63,344,1,0,1,9,1,0,0
AI_baseline0_1,64,342,1,3,1,9,1,0,1
AI_0_0,65,456,1,1,1,9,1,0,1
AI_baseline0_1,66,405,1,1,1,9,1,0,1
AI_0_0,67,313,1,0,1,9,1,0,0
AI_baseline0_1,68,301,1,0,1,9,1,0,0
AI_0_0,69,320,1,0,1,9,1,0,0
AI_baseline0_1,70,304,1,0,1,9,1,0,0
AI_0_0,71,433,1,1,1,9,1,0,1
AI_baseline0_1,72,313,1,0,1,9,1,0,0
AI_0_0,73,326,1,0,1,9,1,0,0
AI_baseline0_1,74,319,1,0,1,9,1,0,0
AI_0_0,75,332,1,0,1,9,1,0,0
AI_baseline0_1,76,319,1,0,1,9,1,0,0
AI_0_0,77,337,1,0,1,9,1,0,0
AI_baseline0_1,78,325,1,0,1,9,1,0,0
AI_0_0,79,592,1,2,1,9,1,0,1
AI_baseline0_1,80,344,1,0,1,9,1,0,0
AI_0_0,81,348,1,0,1,9,1,0,0
AI_baseline0_1,82,350,1,0,1,9,1,0,0
AI_0_0,83,352,1,0,1,9,1,0,0
AI_baseline0_1,84,356,1,0,1,9,1,0,0
AI_0_0,85,471,1,1,1,9,1,0,1
AI_baseline0_1,86,375,1,0,1,9,1,0,0
AI_0_0,87,360,1,0,1,9,1,0,0
AI_baseline0_1,88,483,1,1,1,9,1,0,1
AI_0_0,89,478,1,1,1,9,1,0,1
AI_baseline0_1,90,375,1,0,1,9,1,0,0
AI_0_0,91,358,1,0,1,9,1,0,0
AI_baseline0_1,92,384,1,0,1,9,1,0,0
AI_0_0,93,360,1,0,1,9,1,0,0
AI_baseline0_1,94,392,1,0,1,9,1,0,0
AI_0_0,95,359,1,0,1,9,1,0,0
AI_baseline0_1,96,393,1,0,1,9,1,0,0
AI_0_0,97,369,1,0,1,9,1,0,0
AI_baseline0_1,98,400,1,0,1,9,1,0,0
AI_0_0,99,611,1,2,1,9,1,0,1
AI_baseline0_1,100,656,1,2,1,9,1,0,1
AI_0_0,101,401,1,0,1,9,1,0,0
AI_baseline0_1,102,408,1,0,1,9,1,0,0
AI_0_0,103,660,1,2,1,9,1,0,1
AI_baseline0_1,104,1234,1,6,1,9,1,0,1
AI_0_0,105,428,1,0,1,9,1,0,0
AI_baseline0_1,106,425,1,0,1,9,1,0,0
AI_0_0,107,436,1,0,1,9,1,0,0
AI_baseline0_1,108,430,1,0,1,9,1,0,0
AI_0_0,109,437,1,0,1,9,1,0,0
AI_baseline0_1,110,439,1,0,1,9,1,0,0
AI_0_0,111,588,1,1,1,9,1,0,1
AI_baseline0_1,112,726,1,2,1,9,1,0,1
AI_0_0,113,735,1,2,1,9,1,0,1
AI_baseline0_1,114,733,1,2,1,9,1,0,1
AI_0_0,115,455,1,0,1,9,1,0,0
AI_baseline0_1,116,450,1,0,1,9,1,0,0
AI_0_0,117,478,1,0,1,9,1,0,0
AI_0_0,1,106,0,0,0,1,0,0,0
AI_baseline0_1,2,142,0,0,0,2,0,0,0
AI_0_0,3,92,0,0,1,3,0,0,0
AI_baseline0_1,4,187,0,0,1,4,0,0,0
AI_0_0,5,159,1,3,1,4,1,0,1
AI_baseline0_1,6,155,1,1,1,4,1,0,1
AI_0_0,7,120,1,0,1,4,1,0,0
AI_baseline0_1,8,116,1,0,1,4,1,0,0
AI_0_0,9,125,1,0,1,4,1,0,0
AI_baseline0_1,10,118,1,0,1,4,1,0,0
AI_0_0,11,6,0,0,1,4,0,0,0
AI_baseline0_1,12,7,0,0,1,4,0,0,0
AI_0_0,13,6,0,0,1,4,0,0,0
AI_baseline0_1,14,7,0,0,1,4,0,0,0
AI_0_0,15,142,1,3,1,4,1,0,1
AI_baseline0_1,16,7,0,0,1,4,0,0,0
AI_0_0,17,153,1,0,1,4,1,0,0
AI_baseline0_1,18,248,1,2,1,4,1,0,1
AI_0_0,19,154,1,0,1,4,1,0,0
AI_baseline0_1,20,152,1,0,1,4,1,0,0
AI_0_0,21,157,1,0,1,4,1,0,0
AI_baseline0_1,22,155,1,0,1,4,1,0,0
AI_0_0,23,161,1,0,1,4,1,0,0
AI_baseline0_1,24,161,1,0,1,4,1,0,0
AI_0_0,25,181,1,0,1,4,1,0,0
AI_baseline0_1,26,166,1,0,1,4,1,0,0
AI_0_0,27,166,1,0,1,4,1,0,0
AI_baseline0_1,28,163,1,0,1,4,1,0,0
AI_0_0,29,174,1,3,1,4,1,0,1
AI_baseline0_1,30,248,1,1,1,4,1,0,1
AI_0_0,31,181,1,0,1,4,1,0,0
AI_baseline0_1,32,188,1,0,1,4,1,0,0
AI_0_0,33,185,1,0,1,4,1,0,0
AI_baseline0_1,34,201,1,5,1,4,1,0,1
AI_0_0,35,283,1,1,1,4,1,0,1
AI_baseline0_1,36,351,1,2,1,4,1,0,1
AI_0_0,37,225,1,0,1,4,1,0,0
AI_baseline0_1,38,217,1,0,1,4,1,0,0
AI_0_0,39,230,1,3,1,4,1,0,1
AI_baseline0_1,40,317,1,1,1,4,1,0,1
AI_0_0,41,239,1,0,1,4,1,0,0
AI_baseline0_1,42,245,1,0,1,4,1,0,0
AI_0_0,43,244,1,0,1,4,1,0,0
AI_baseline0_1,44,253,1,3,1,4,1,0,1
AI_0_0,45,273,1,0,1,4,1,0,0
AI_baseline0_1,46,335,1,1,1,4,1,0,1
AI_0_0,47,365,1,1,1,4,1,0,1
AI_baseline0_1,48,252,1,0,1,4,1,0,0
AI_0_0,49,285,1,0,1,4,1,0,0
AI_baseline0_1,50,256,1,0,1,4,1,0,0
AI_0_0,51,562,1,3,1,4,1,0,1
AI_baseline0_1,52,270,1,0,1,4,1,0,0
AI_0_0,53,283,1,0,1,4,1,0,0
AI_baseline0_1,54,457,1,2,1,4,1,0,1
AI_0_0,55,307,1,2,1,4,1,0,1
AI_baseline0_1,56,299,1,0,1,4,1,0,0
AI_0_0,57,312,1,0,1,4,1,0,0
AI_baseline0_1,58,400,1,1,1,4,1,0,1
AI_0_0,59,334,1,3,1,4,1,0,1
AI_baseline0_1,60,434,1,1,1,4,1,0,1
AI_0_0,61,546,1,2,1,4,1,0,1
AI_baseline0_1,62,332,1,0,1,4,1,0,0
AI_0_0,63,333,1,0,1,4,1,0,0
AI_baseline0_1,64,339,1,0,1,4,1,0,0
AI_0_0,65,341,1,0,1,4,1,0,0
AI_baseline0_1,66,460,1,1,1,4,1,0,1
AI_0_0,67,570,1,2,1,4,1,0,1
AI_baseline0_1,68,359,1,0,1,4,1,0,0
AI_0_0,69,350,1,0,1,4,1,0,0
AI_baseline0_1,70,374,1,0,1,4,1,0,0
AI_0_0,71,356,1,0,1,4,1,0,0
AI_baseline0_1,72,382,1,0,1,4,1,0,0
AI_0_0,73,633,1,2,1,4,1,0,1
AI_baseline0_1,74,521,1,1,1,4,1,0,1
AI_0_0,75,366,1,0,1,4,1,0,0
AI_baseline0_1,76,398,1,0,1,4,1,0,0
AI_0_0,77,370,1,0,1,4,1,0,0
AI_baseline0_1,78,522,1,1,1,4,1,0,1
AI_0_0,79,387,1,0,1,4,1,0,0
AI_baseline0_1,80,405,1,0,1,4,1,0,0
AI_0_0,81,506,1,1,1,4,1,0,1
AI_baseline0_1,82,751,1,3,1,4,1,0,1
AI_0_0,83,395,1,0,1,4,1,0,0
AI_baseline0_1,84,392,1,0,1,4,1,0,0
AI_0_0,85,516,1,1,1,4,1,0,1
AI_baseline0_1,86,396,1,0,1,4,1,0,0
AI_0_0,87,396,1,0,1,4,1,0,0
AI_baseline0_1,88,375,1,0,1,4,1,0,0
AI_0_0,89,523,1,1,1,4,1,0,1
AI_baseline0_1,90,509,1,1,1,4,1,0,1
AI_0_0,91,534,1,1,1,4,1,0,1
AI_baseline0_1,92,513,1,1,1,4,1,0,1
AI_0_0,93,415,1,0,1,4,1,0,0
AI_baseline0_1,94,385,1,0,1,4,1,0,0
AI_0_0,95,533,1,1,1,4,1,0,1
AI_baseline0_1,96,390,1,0,1,4,1,0,0
AI_0_0,97,406,1,0,1,4,1,0,0
AI_baseline0_1,98,433,1,0,1,4,1,0,0
AI_0_0,99,403,1,0,1,4,1,0,0
AI_baseline0_1,100,439,1,0,1,4,1,0,0
AI_0_0,101,424,1,0,1,4,1,0,0
AI_baseline0_1,102,585,1,1,1,4,1,0,1
AI_0_0,103,964,1,4,1,4,1,0,1
AI_baseline0_1,104,442,1,0,1,4,1,0,0
AI_0_0,105,424,1,0,1,4,1,0,0
AI_baseline0_1,106,440,1,0,1,4,1,0,0
AI_0_0,107,545,1,1,1,4,1,0,1
AI_baseline0_1,108,451,1,0,1,4,1,0,0
AI_0_0,109,423,1,0,1,4,1,0,0
AI_baseline0_1,110,471,1,0,1,4,1,0,0
AI_0_0,111,414,1,0,1,4,1,0,0
AI_baseline0_1,112,477,1,0,1,4,1,0,0
AI_0_0,113,690,1,2,1,4,1,0,1
AI_baseline0_1,114,635,1,1,1,4,1,0,1
AI_0_0,115,415,1,0,1,4,1,0,0
AI_baseline0_1,116,513,1,0,1,4,1,0,0
AI_0_0,117,451,1,0,1,4,1,0,0
AI_baseline0_1,118,493,1,0,1,4,1,0,0
AI_0_0,119,436,1,0,1,4,1,0,0
AI_baseline0_1,120,1335,1,14,1,4,2,0,1
AI_0_0,121,2515,1,7,1,4,3,0,1
AI_baseline0_1,122,579,1,0,1,4,1,0,0
AI_0_0,123,568,1,0,1,4,1,0,0
AI_0_0,1,108,0,0,0,1,0,0,0
AI_baseline0_1,2,107,0,0,0,2,0,0,0
AI_0_0,3,108,0,0,0,3,0,0,0
AI_baseline0_1,4,110,0,0,0,4,0,0,0
AI_0_0,5,110,0,0,0,5,0,0,0
AI_baseline0_1,6,112,0,0,0,6,0,0,0
AI_0_0,7,117,0,0,0,7,0,0,0
AI_baseline0_1,8,134,0,0,0,8,0,0,0
AI_0_0,9,139,0,0,0,9,0,0,0
AI_baseline0_1,10,135,0,0,0,10,0,0,0
AI_0_0,11,148,0,0,1,11,0,0,0
AI_baseline0_1,12,143,0,0,1,12,0,0,0
AI_0_0,13,113,1,0,1,12,1,0,0
AI_baseline0_1,14,141,0,0,1,13,0,0,0
AI_0_0,15,178,1,1,1,13,1,0,1
AI_baseline0_1,16,5,0,0,1,13,0,0,0
AI_0_0,17,7,0,0,1,13,0,0,0
AI_baseline0_1,18,6,0,0,1,13,0,0,0
AI_0_0,19,7,0,0,1,13,0,0,0
AI_baseline0_1,20,6,0,0,1,13,0,0,0
AI_0_0,21,150,1,0,1,13,1,0,0
AI_baseline0_1,22,210,1,7,1,13,1,0,1
AI_0_0,23,190,1,0,1,13,1,0,0
AI_baseline0_1,24,179,1,0,1,13,1,0,0
AI_0_0,25,189,1,0,1,13,1,0,0
AI_baseline0_1,26,222,1,1,1,13,1,0,1
AI_0_0,27,198,1,0,1,13,1,0,0
AI_baseline0_1,28,172,1,0,1,13,1,0,0
AI_0_0,29,203,1,0,1,13,1,0,0
AI_baseline0_1,30,174,1,0,1,13,1,0,0
AI_0_0,31,219,1,0,1,13,1,0,0
AI_baseline0_1,32,216,1,0,1,13,1,0,0
AI_0_0,33,216,1,0,1,13,1,0,0
AI_baseline0_1,34,368,1,3,1,13,1,0,1
AI_0_0,35,226,1,0,1,13,1,0,0
AI_baseline0_1,36,182,1,0,1,13,1,0,0
AI_0_0,37,227,1,0,1,13,1,0,0
AI_baseline0_1,38,191,1,0,1,13,1,0,0
AI_0_0,39,230,1,0,1,13,1,0,0
AI_baseline0_1,40,197,1,0,1,13,1,0,0
AI_0_0,41,255,1,8,1,13,1,0,1
AI_baseline0_1,42,339,1,1,1,13,1,0,1
AI_0_0,43,260,1,0,1,13,1,0,0
AI_baseline0_1,44,265,1,0,1,13,1,0,0
AI_0_0,45,335,1,1,1,13,1,0,1
AI_baseline0_1,46,261,1,0,1,13,1,0,0
AI_0_0,47,266,1,0,1,13,1,0,0
AI_baseline0_1,48,279,1,0,1,13,1,0,0
AI_0_0,49,266,1,0,1,13,1,0,0
AI_baseline0_1,50,278,1,3,1,13,1,0,1
AI_0_0,51,398,1,4,1,13,1,0,1
AI_baseline0_1,52,296,1,0,1,13,1,0,0
AI_0_0,53,299,1,0,1,13,1,0,0
AI_baseline0_1,54,384,1,1,1,13,1,0,1
AI_0_0,55,301,1,3,1,13,1,0,1
AI_baseline0_1,56,326,1,0,1,13,1,0,0
AI_0_0,57,312,1,0,1,13,1,0,0
AI_baseline0_1,58,326,1,0,1,13,1,0,0
AI_0_0,59,304,1,0,1,13,1,0,0
AI_baseline0_1,60,346,1,3,1,13,1,0,1
AI_0_0,61,587,1,4,1,13,1,0,1
AI_baseline0_1,62,361,1,1,1,13,1,0,1
AI_0_0,63,350,1,0,1,13,1,0,0
AI_baseline0_1,64,652,1,3,1,13,1,0,1
AI_0_0,65,343,1,0,1,13,1,0,0
AI_baseline0_1,66,317,1,0,1,13,1,0,0
AI_0_0,67,347,1,0,1,13,1,0,0
AI_baseline0_1,68,322,1,0,1,13,1,0,0
AI_0_0,69,352,1,0,1,13,1,0,0
AI_baseline0_1,70,438,1,1,1,13,1,0,1
AI_0_0,71,369,1,0,1,13,1,0,0
AI_baseline0_1,72,339,1,0,1,13,1,0,0
AI_0_0,73,547,1,1,1,13,1,0,1
AI_baseline0_1,74,471,1,1,1,13,1,0,1
AI_0_0,75,518,1,1,1,13,1,0,1
AI_baseline0_1,76,364,1,0,1,13,1,0,0
AI_0_0,77,396,1,0,1,13,1,0,0
AI_baseline0_1,78,348,1,0,1,13,1,0,0
AI_0_0,79,539,1,1,1,13,1,0,1
AI_baseline0_1,80,358,1,0,1,13,1,0,0
AI_0_0,81,399,1,0,1,13,1,0,0
AI_baseline0_1,82,385,1,0,1,13,1,0,0
AI_0_0,83,508,1,1,1,13,1,0,1
AI_baseline0_1,84,389,1,0,1,13,1,0,0
AI_0_0,85,386,1,0,1,13,1,0,0
AI_baseline0_1,86,390,1,0,1,13,1,0,0
AI_0_0,87,794,1,3,1,13,1,0,1
AI_baseline0_1,88,680,1,2,1,13,1,0,1
AI_0_0,89,536,1,1,1,13,1,0,1
AI_baseline0_1,90,663,1,2,1,13,1,0,1
AI_0_0,91,414,1,0,1,13,1,0,0
AI_baseline0_1,92,403,1,0,1,13,1,0,0
AI_0_0,93,548,1,1,1,13,1,0,1
AI_baseline0_1,94,549,1,1,1,13,1,0,1
AI_0_0,95,557,1,1,1,13,1,0,1
AI_baseline0_1,96,403,1,0,1,13,1,0,0
AI_0_0,97,416,1,0,1,13,1,0,0
AI_baseline0_1,98,416,1,0,1,13,1,0,0
AI_0_0,99,425,1,0,1,13,1,0,0
AI_baseline0_1,100,435,1,0,1,13,1,0,0
AI_0_0,101,441,1,0,1,13,1,0,0
AI_baseline0_1,102,449,1,0,1,13,1,0,0
AI_0_0,103,447,1,0,1,13,1,0,0
AI_baseline0_1,104,464,1,0,1,13,1,0,0
AI_0_0,105,594,1,1,1,13,1,0,1
AI_baseline0_1,106,466,1,0,1,13,1,0,0
AI_0_0,107,449,1,0,1,13,1,0,0
AI_baseline0_1,108,462,1,0,1,13,1,0,0
AI_0_0,109,554,1,9,1,13,1,0,1
AI_baseline0_1,110,1971,1,8,1,13,1,0,1
AI_0_0,111,831,1,2,1,13,1,0,1
AI_baseline0_1,112,566,1,0,1,13,1,0,0
AI_0_0,113,484,1,0,1,13,1,0,0
AI_0_0,1,98,0,0,1,1,0,0,0
AI_baseline0_1,2,117,0,0,1,2,0,0,0
AI_0_0,3,15,0,0,1,2,0,0,0
AI_baseline0_1,4,128,0,0,1,3,0,0,0
AI_0_0,5,7,0,0,1,3,0,0,0
AI_baseline0_1,6,7,0,0,1,3,0,0,0
AI_0_0,7,7,0,0,1,3,0,0,0
AI_baseline0_1,8,9,0,0,1,3,0,0,0
AI_0_0,9,131,1,3,1,3,1,0,1
AI_baseline0_1,10,131,1,3,1,3,1,0,1
AI_0_0,11,133,1,0,1,3,1,0,0
AI_baseline0_1,12,131,1,0,1,3,1,0,0
AI_0_0,13,131,1,0,1,3,1,0,0
AI_baseline0_1,14,131,1,0,1,3,1,0,0
AI_0_0,15,136,1,3,1,3,1,0,1
AI_baseline0_1,16,153,1,0,1,3,1,0,0
AI_0_0,17,141,1,0,1,3,1,0,0
AI_baseline0_1,18,149,1,0,1,3,1,0,0
AI_0_0,19,143,1,0,1,3,1,0,0
AI_baseline0_1,20,156,1,0,1,3,1,0,0
AI_0_0,21,145,1,0,1,3,1,0,0
AI_baseline0_1,22,161,1,0,1,3,1,0,0
AI_0_0,23,185,1,0,1,3,1,1,0
AI_baseline0_1,24,165,1,0,1,3,1,0,0
AI_0_0,25,204,1,0,1,3,1,1,0
AI_baseline0_1,26,170,1,0,1,3,1,0,0
AI_0_0,27,237,1,1,1,3,1,1,1
AI_baseline0_1,28,223,1,1,1,3,1,0,1
AI_0_0,29,204,1,0,1,3,1,1,0
AI_baseline0_1,30,176,1,0,1,3,1,0,0
AI_0_0,31,204,1,0,1,3,1,1,0
AI_baseline0_1,32,181,1,0,1,3,1,0,0
AI_0_0,33,209,1,0,1,3,1,1,0
AI_baseline0_1,34,188,1,0,1,3,1,0,0
AI_0_0,35,211,1,0,1,3,1,1,0
AI_baseline0_1,36,195,1,0,1,3,1,0,0
AI_0_0,37,172,1,0,1,3,1,0,0
AI_baseline0_1,38,188,1,0,1,3,1,0,0
AI_0_0,39,184,1,8,1,3,1,0,1
AI_baseline0_1,40,619,1,13,1,3,1,0,1
AI_0_0,41,436,1,2,1,3,1,0,1
AI_baseline0_1,42,271,1,0,1,3,1,0,0
AI_0_0,43,273,1,0,1,3,1,0,0
AI_baseline0_1,44,283,1,0,1,3,1,0,0
AI_0_0,45,360,1,1,1,3,1,0,1
AI_baseline0_1,46,286,1,0,1,3,1,0,0
AI_0_0,47,269,1,0,1,3,1,0,0
AI_baseline0_1,48,301,1,3,1,3,1,0,1
AI_0_0,49,455,1,2,1,3,1,0,1
AI_baseline0_1,50,299,1,0,1,3,1,0,0
AI_0_0,51,262,1,0,1,3,1,0,0
AI_baseline0_1,52,288,1,0,1,3,1,0,0
AI_0_0,53,362,1,1,1,3,1,0,1
AI_baseline0_1,54,309,1,0,1,3,1,0,0
AI_0_0,55,268,1,0,1,3,1,0,0
AI_baseline0_1,56,550,1,2,1,3,1,0,1
AI_0_0,57,479,1,2,1,3,1,0,1
AI_baseline0_1,58,350,1,0,1,3,1,0,0
AI_0_0,59,278,1,0,1,3,1,0,0
AI_baseline0_1,60,354,1,0,1,3,1,0,0
AI_0_0,61,282,1,0,1,3,1,0,0
AI_baseline0_1,62,363,1,0,1,3,1,0,0
AI_0_0,63,422,1,2,1,3,1,0,1
AI_baseline0_1,64,373,1,1,1,3,1,0,1
AI_0_0,65,328,1,0,1,3,1,0,0
AI_baseline0_1,66,541,1,2,1,3,1,0,1
AI_0_0,67,312,1,0,1,3,1,0,0
AI_baseline0_1,68,321,1,0,1,3,1,0,0
AI_0_0,69,317,1,0,1,3,1,0,0
AI_baseline0_1,70,327,1,0,1,3,1,0,0
AI_0_0,71,321,1,0,1,3,1,0,0
AI_baseline0_1,72,440,1,1,1,3,1,0,1
AI_0_0,73,329,1,0,1,3,1,0,0
AI_baseline0_1,74,334,1,0,1,3,1,0,0
AI_0_0,75,344,1,0,1,3,1,0,0
AI_baseline0_1,76,348,1,0,1,3,1,0,0
AI_0_0,77,347,1,0,1,3,1,0,0
AI_baseline0_1,78,368,1,0,1,3,1,0,0
AI_0_0,79,465,1,1,1,3,1,0,1
AI_baseline0_1,80,620,1,2,1,3,1,0,1
AI_0_0,81,365,1,0,1,3,1,0,0
AI_baseline0_1,82,377,1,0,1,3,1,0,0
AI_0_0,83,379,1,0,1,3,1,0,0
AI_baseline0_1,84,499,1,1,1,3,1,0,1
AI_0_0,85,614,1,2,1,3,1,0,1
AI_baseline0_1,86,403,1,0,1,3,1,0,0
AI_0_0,87,382,1,0,1,3,1,0,0
AI_baseline0_1,88,521,1,1,1,3,1,0,1
AI_0_0,89,514,1,1,1,3,1,0,1
AI_baseline0_1,90,652,1,2,1,3,1,0,1
AI_0_0,91,525,1,1,1,3,1,0,1
AI_baseline0_1,92,400,1,0,1,3,1,0,0
AI_0_0,93,401,1,0,1,3,1,0,0
AI_baseline0_1,94,534,1,1,1,3,1,0,1
AI_0_0,95,538,1,1,1,3,1,0,1
AI_baseline0_1,96,539,1,1,1,3,1,0,1
AI_0_0,97,412,1,0,1,3,1,0,0
AI_baseline0_1,98,412,1,0,1,3,1,0,0
AI_0_0,99,420,1,0,1,3,1,0,0
AI_baseline0_1,100,419,1,0,1,3,1,0,0
AI_0_0,101,431,1,0,1,3,1,0,0
AI_baseline0_1,102,553,1,1,1,3,1,0,1
AI_0_0,103,445,1,0,1,3,1,0,0
AI_baseline0_1,104,428,1,0,1,3,1,0,0
AI_0_0,105,447,1,0,1,3,1,0,0
AI_baseline0_1,106,431,1,0,1,3,1,0,0
AI_0_0,107,455,1,0,1,3,1,0,0
AI_baseline0_1,108,557,1,1,1,3,1,0,1
AI_0_0,109,600,1,1,1,3,1,0,1
AI_baseline0_1,110,432,1,0,1,3,1,0,0
AI_0_0,111,468,1,0,1,3,1,0,0
AI_baseline0_1,112,582,1,1,1,3,1,0,1
AI_0_0,113,1038,1,4,1,3,1,0,1
AI_baseline0_1,114,461,1,0,1,3,1,0,0
AI_0_0,115,474,1,0,1,3,1,0,0
AI_0_0,1,144,0,0,1,1,0,0,0
AI_baseline0_1,2,105,0,0,1,2,0,0,0
AI_0_0,3,104,1,0,1,2,1,0,0
AI_baseline0_1,4,112,0,0,1,3,0,0,0
AI_0_0,5,82,1,0,1,3,1,0,0
AI_baseline0_1,6,108,0,0,1,4,0,0,0
AI_0_0,7,6,0,0,1,4,0,0,0
AI_baseline0_1,8,6,0,0,1,4,0,0,0
AI_0_0,9,7,0,0,1,4,0,0,0
AI_baseline0_1,10,6,0,0,1,4,0,0,0
AI_0_0,11,6,0,0,1,4,0,0,0
AI_baseline0_1,12,115,1,0,1,4,1,0,0
AI_0_0,13,141,1,1,1,4,1,0,1
AI_baseline0_1,14,118,1,0,1,4,1,0,0
AI_0_0,15,130,1,0,1,4,1,0,0
AI_baseline0_1,16,206,1,7,1,4,1,0,1
AI_0_0,17,158,1,3,1,4,1,0,1
AI_baseline0_1,18,200,1,1,1,4,1,0,1
AI_0_0,19,161,1,0,1,4,1,0,0
AI_baseline0_1,20,149,1,0,1,4,1,0,0
AI_0_0,21,165,1,3,1,4,1,0,1
AI_baseline0_1,22,225,1,1,1,4,1,0,1
AI_0_0,23,171,1,0,1,4,1,0,0
AI_baseline0_1,24,170,1,0,1,4,1,0,0
AI_0_0,25,169,1,0,1,4,1,0,0
AI_baseline0_1,26,175,1,3,1,4,1,0,1
AI_0_0,27,268,1,6,1,4,1,0,1
AI_baseline0_1,28,210,1,0,1,4,1,0,0
AI_0_0,29,207,1,0,1,4,1,0,0
AI_baseline0_1,30,213,1,0,1,4,1,0,0
AI_0_0,31,211,1,0,1,4,1,0,0
AI_baseline0_1,32,215,1,0,1,4,1,0,0
AI_0_0,33,286,1,1,1,4,1,0,1
AI_baseline0_1,34,384,1,2,1,4,1,0,1
AI_0_0,35,234,1,0,1,4,1,0,0
AI_baseline0_1,36,231,1,0,1,4,1,0,0
AI_0_0,37,242,1,0,1,4,1,0,0
AI_baseline0_1,38,235,1,0,1,4,1,0,0
AI_0_0,39,318,1,1,1,4,1,0,1
AI_baseline0_1,40,243,1,0,1,4,1,0,0
AI_0_0,41,242,1,0,1,4,1,0,0
AI_baseline0_1,42,254,1,0,1,4,1,0,0
AI_0_0,43,248,1,0,1,4,1,0,0
AI_baseline0_1,44,248,1,0,1,4,1,0,0
AI_0_0,45,251,1,0,1,4,1,0,0
AI_baseline0_1,46,267,1,0,1,4,1,0,0
AI_0_0,47,256,1,0,1,4,1,0,0
AI_baseline0_1,48,294,1,3,1,4,1,0,1
AI_0_0,49,449,1,2,1,4,1,0,1
AI_baseline0_1,50,353,1,1,1,4,1,0,1
AI_0_0,51,274,1,0,1,4,1,0,0
AI_baseline0_1,52,267,1,0,1,4,1,0,0
AI_0_0,53,276,1,0,1,4,1,0,0
AI_baseline0_1,54,284,1,0,1,4,1,0,0
AI_0_0,55,366,1,1,1,4,1,0,1
AI_baseline0_1,56,290,1,0,1,4,1,0,0
AI_0_0,57,279,1,0,1,4,1,0,0
AI_baseline0_1,58,387,1,1,1,4,1,0,1
AI_0_0,59,294,1,0,1,4,1,0,0
AI_baseline0_1,60,297,1,0,1,4,1,0,0
AI_0_0,61,392,1,1,1,4,1,0,1
AI_baseline0_1,62,305,1,0,1,4,1,0,0
AI_0_0,63,323,1,0,1,4,1,0,0
AI_baseline0_1,64,505,1,2,1,4,1,0,1
AI_0_0,65,422,1,1,1,4,1,0,1
AI_baseline0_1,66,413,1,1,1,4,1,0,1
AI_0_0,67,328,1,0,1,4,1,0,0
AI_baseline0_1,68,310,1,0,1,4,1,0,0
AI_0_0,69,326,1,0,1,4,1,0,0
AI_baseline0_1,70,315,1,0,1,4,1,0,0
AI_0_0,71,325,1,0,1,4,1,0,0
AI_baseline0_1,72,323,1,0,1,4,1,0,0
AI_0_0,73,338,1,0,1,4,1,0,0
AI_baseline0_1,74,422,1,1,1,4,1,0,1
AI_0_0,75,444,1,1,1,4,1,0,1
AI_baseline0_1,76,330,1,0,1,4,1,0,0
AI_0_0,77,344,1,0,1,4,1,0,0
AI_baseline0_1,78,340,1,0,1,4,1,0,0
AI_0_0,79,347,1,0,1,4,1,0,0
AI_baseline0_1,80,346,1,0,1,4,1,0,0
AI_0_0,81,358,1,0,1,4,1,0,0
AI_baseline0_1,82,351,1,0,1,4,1,0,0
AI_0_0,83,353,1,0,1,4,1,0,0
AI_baseline0_1,84,459,1,1,1,4,1,0,1
AI_0_0,85,367,1,0,1,4,1,0,0
AI_baseline0_1,86,349,1,0,1,4,1,0,0
AI_0_0,87,372,1,0,1,4,1,0,0
AI_baseline0_1,88,457,1,1,1,4,1,0,1
AI_0_0,89,392,1,0,1,4,1,0,0
AI_baseline0_1,90,351,1,0,1,4,1,0,0
AI_0_0,91,500,1,1,1,4,1,0,1
AI_baseline0_1,92,367,1,0,1,4,1,0,0
AI_0_0,93,395,1,0,1,4,1,0,0
AI_baseline0_1,94,369,1,0,1,4,1,0,0
AI_0_0,95,395,1,0,1,4,1,0,0
AI_baseline0_1,96,487,1,1,1,4,1,0,1
AI_0_0,97,428,1,0,1,4,1,0,0
AI_baseline0_1,98,377,1,0,1,4,1,0,0
AI_0_0,99,905,1,4,1,4,1,0,1
AI_baseline0_1,100,646,1,2,1,4,1,0,1
AI_0_0,101,611,1,13,1,4,1,0,1
AI_baseline0_1,102,1632,1,7,1,4,1,0,1
AI_0_0,103,970,1,3,1,4,1,0,1
